event-id,visible,timestamp,location-long,location-lat,gps:activity-count,external-temperature,gps:hdop,gps:satellite-count,gps:vdop,ground-speed,heading,height-above-msl,import-marked-outlier,location-error-text,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
38698382777,true,2025-03-21 04:00:53.000,5.4149,53.15731,,9.83,0.7,13,0.7,0.0,119.0,8.0,false,"<=5m",4108.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38698382778,true,2025-03-21 06:00:26.000,5.4257,53.15717,,10.25,0.8,8,0.8,0.0,182.0,7.0,false,"<=5m",4102.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38698382779,true,2025-03-21 08:00:53.000,5.42104,53.15785,,12.92,0.8,11,0.7,0.0,155.0,37.0,false,"<=5m",4117.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38698382780,true,2025-03-21 10:00:26.000,5.45272,53.15301,,25.71,0.7,10,0.7,0.0,167.0,36.0,false,"<=5m",4116.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38706140774,true,2025-03-21 12:00:29.000,5.4536,53.15318,,30.99,0.6,13,0.6,0.0,92.0,4.0,false,"<=5m",4101.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38706140775,true,2025-03-21 14:00:30.000,5.42451,53.15683,,26.42,0.9,9,0.8,0.0,11.0,2.0,false,"<=5m",4140.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38706140776,true,2025-03-21 16:00:28.000,5.45191,53.15585,,26.2,0.8,8,0.7,0.0,15.0,53.0,false,"<=5m",4184.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38706140777,true,2025-03-21 18:00:28.000,5.40851,53.16008,,18.97,1.4,6,0.9,0.0,172.0,18.0,false,"<=5m",4182.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38706140778,true,2025-03-21 20:00:30.000,5.41535,53.15749,,19.71,0.8,10,0.8,0.0,59.0,7.0,false,"<=5m",4176.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38711138647,true,2025-03-21 22:00:46.000,5.41536,53.15737,,22.35,0.7,15,0.6,0.0,24.0,13.0,false,"<=5m",4155.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38711138648,true,2025-03-22 00:00:49.000,5.41598,53.15616,,17.92,0.6,15,0.7,0.0,61.0,24.0,false,"<=5m",4151.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38711138649,true,2025-03-22 02:00:36.000,5.41562,53.15603,,18.25,0.9,9,0.8,0.0,173.0,54.0,false,"<=5m",4144.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38711138650,true,2025-03-22 04:00:29.000,5.41652,53.15636,,21.72,1.0,8,0.8,0.0,191.0,21.0,false,"<=5m",4140.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38711138651,true,2025-03-22 06:00:26.000,5.42105,53.15798,,15.62,0.7,10,0.8,0.0,81.0,15.0,false,"<=5m",4135.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38718457592,true,2025-03-22 08:01:52.000,5.45109,53.15453,,20.29,0.8,13,0.7,0.0,169.0,24.0,false,"<=5m",4119.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38718457593,true,2025-03-22 10:00:27.000,5.4504,53.15405,,27.35,0.7,11,0.7,0.0,198.0,15.0,false,"<=5m",4137.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38718457594,true,2025-03-22 12:00:30.000,5.42131,53.15811,,32.07,0.7,10,0.7,0.0,28.0,5.0,false,"<=5m",4193.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38718457595,true,2025-03-22 14:00:46.000,5.42082,53.15783,,28.1,0.7,13,0.7,0.0,330.0,30.0,false,"<=5m",4250.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38718457596,true,2025-03-22 16:00:58.000,5.43088,53.15548,,25.08,0.7,11,0.7,0.0,132.0,3.0,false,"<=5m",4282.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38724036407,true,2025-03-22 18:00:52.000,5.42095,53.15739,,19.77,0.9,11,0.8,0.0,27.0,13.0,false,"<=5m",4252.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38724036408,true,2025-03-22 20:00:29.000,5.41516,53.15733,,22.76,2.3,4,0.9,0.0,12.0,10.0,false,"<=10m",4244.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38724036409,true,2025-03-22 22:00:53.000,5.41607,53.1564,,19.63,0.6,15,0.7,0.0,327.0,21.0,false,"<=5m",4240.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38724036410,true,2025-03-23 00:00:48.000,5.41614,53.15634,,18.24,0.7,12,0.8,0.0,351.0,7.0,false,"<=5m",4232.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38724036411,true,2025-03-23 02:00:32.000,5.41574,53.15638,,18.78,0.9,7,0.8,0.0,9.0,44.0,false,"<=5m",4223.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38729874883,true,2025-03-23 04:00:29.000,5.41654,53.15646,,20.66,0.9,9,0.7,0.0,351.0,2.0,false,"<=5m",4197.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38729874884,true,2025-03-23 06:00:28.000,5.4288,53.1559,,14.12,0.7,11,0.7,0.0,194.0,7.0,false,"<=5m",4194.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38729874885,true,2025-03-23 08:00:29.000,5.43142,53.1554,,20.31,0.7,10,0.8,0.0,166.0,72.0,false,"<=5m",4193.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38729874886,true,2025-03-23 10:00:53.000,5.43131,53.15542,,21.58,0.6,15,0.6,1.972222222222222,124.0,1.0,false,"<=5m",4191.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38729874887,true,2025-03-23 12:00:54.000,5.43134,53.15542,,23.77,0.6,15,0.6,0.0,104.0,6.0,false,"<=5m",4197.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38736733141,true,2025-03-23 14:00:30.000,5.43228,53.15503,,23.75,0.9,10,0.8,0.0,155.0,328.0,false,"<=5m",4185.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38736733142,true,2025-03-23 16:00:28.000,5.43086,53.15557,,34.1,1.1,6,0.8,0.0,167.0,12.0,false,"<=5m",4185.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38736733143,true,2025-03-23 18:00:27.000,5.41686,53.15634,,23.98,1.3,8,0.8,0.0,357.0,6.0,false,"<=5m",4190.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38736733144,true,2025-03-23 20:00:38.000,5.41501,53.16222,,25.97,0.8,9,0.8,0.0,283.0,720.0,false,"<=5m",4184.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38736733145,true,2025-03-23 22:00:33.000,5.40923,53.1565,,22.13,1.1,7,0.8,0.0,12.0,6.0,false,"<=5m",4179.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38741566759,true,2025-03-24 00:00:35.000,5.41932,53.16347,,21.71,0.9,10,0.8,0.0,192.0,1231.0,false,"<=5m",4155.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38741566760,true,2025-03-24 02:00:30.000,5.42206,53.15692,,23.47,0.8,10,0.8,0.0,133.0,353.0,false,"<=5m",4152.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38741566761,true,2025-03-24 04:00:52.000,5.42545,53.15746,,16.52,0.6,13,0.7,0.0,162.0,4.0,false,"<=5m",4149.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38741566762,true,2025-03-24 06:00:26.000,5.42048,53.15768,,18.6,1.2,15,0.9,0.0,289.0,8.0,false,"<=5m",4141.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38741566763,true,2025-03-24 08:00:53.000,5.42037,53.158,,23.4,0.7,14,0.7,0.0,152.0,6.0,false,"<=5m",4141.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38749637915,true,2025-03-24 10:00:40.000,5.42028,53.15792,,32.54,2.1,4,0.9,0.0,331.0,21.0,false,"<=10m",4128.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38749637916,true,2025-03-24 12:00:38.000,5.42108,53.15752,,28.71,0.7,10,0.7,0.0,27.0,7.0,false,"<=5m",4158.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38749637917,true,2025-03-24 14:00:27.000,5.43076,53.15566,,21.33,0.8,11,0.7,0.0,23.0,9.0,false,"<=5m",4170.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38749637918,true,2025-03-24 16:00:32.000,5.42062,53.15813,,17.12,1.0,7,0.8,0.0,6.0,18.0,false,"<=5m",4170.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38749637919,true,2025-03-24 18:00:35.000,5.42091,53.15728,,16.32,1.2,8,0.8,0.0,192.0,37.0,false,"<=5m",4166.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38756259437,true,2025-03-24 20:00:34.000,5.4211,53.15805,,17.78,0.9,7,0.8,0.0,336.0,139.0,false,"<=5m",4141.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38756259438,true,2025-03-24 22:00:39.000,5.41517,53.15724,,18.75,1.1,6,0.8,0.0,70.0,19.0,false,"<=5m",4137.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38756259439,true,2025-03-25 00:00:44.000,5.41437,53.15751,,19.36,0.9,9,0.8,0.0,31.0,27.0,false,"<=5m",4132.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38756259440,true,2025-03-25 02:00:28.000,5.41461,53.15757,,21.87,1.3,8,0.8,0.0,31.0,68.0,false,"<=5m",4125.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38756259441,true,2025-03-25 04:00:28.000,5.41503,53.15753,,19.29,1.0,9,0.8,0.0,20.0,1.0,false,"<=5m",4122.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38764951437,true,2025-03-25 06:00:27.000,5.42055,53.15804,,15.51,0.8,8,0.8,0.0,237.0,4.0,false,"<=5m",4102.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38764951438,true,2025-03-25 08:00:29.000,5.42046,53.158,,16.94,0.9,8,0.8,0.0,313.0,32.0,false,"<=5m",4114.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38764951439,true,2025-03-25 10:00:37.000,5.42921,53.15626,,19.98,1.0,7,0.8,0.0,288.0,5.0,false,"<=5m",4128.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38764951440,true,2025-03-25 12:00:38.000,5.42922,53.15637,,25.48,0.9,8,0.7,0.0,268.0,14.0,false,"<=5m",4143.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38764951441,true,2025-03-25 14:00:41.000,5.42172,53.1586,,19.12,0.9,10,0.8,0.0,253.0,27.0,false,"<=5m",4149.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38772002066,true,2025-03-25 16:01:18.000,5.42039,53.15802,,19.67,0.7,13,0.8,0.0,311.0,4.0,false,"<=5m",4126.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38772002067,true,2025-03-25 18:00:29.000,5.41967,53.15373,,13.73,1.3,8,0.8,0.0,17.0,10.0,false,"<=5m",4114.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38772002068,true,2025-03-25 20:00:52.000,5.4212,53.157,,10.87,0.6,15,0.7,0.0,37.0,9.0,false,"<=5m",4110.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38772002069,true,2025-03-25 22:00:27.000,5.42521,53.15739,,15.55,1.0,8,0.7,0.0,338.0,2.0,false,"<=5m",4102.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38772002070,true,2025-03-26 00:00:35.000,5.42522,53.15739,,17.41,0.7,10,0.8,0.0,125.0,7.0,false,"<=5m",4099.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38789013497,true,2025-03-26 04:00:32.000,5.42536,53.15797,,16.14,0.8,10,0.7,0.6666666666666666,128.0,38.0,false,"<=5m",4083.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38789013498,true,2025-03-26 08:00:36.000,5.42098,53.15846,,17.34,0.9,9,0.8,0.0,135.0,13.0,false,"<=5m",4081.0000000000005,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38789013499,true,2025-03-26 10:01:01.000,5.42111,53.15763,,25.26,0.7,12,0.7,0.0,34.0,1.0,false,"<=5m",4091.9999999999995,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38789013500,true,2025-03-26 12:00:28.000,5.42096,53.15755,,35.74,0.9,8,0.8,0.0,135.0,16.0,false,"<=5m",4152.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38789013501,true,2025-03-26 14:00:27.000,5.42053,53.15786,,26.21,1.0,10,0.7,0.0,325.0,29.0,false,"<=5m",4208.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228103,true,2025-03-26 16:00:30.000,5.42092,53.15867,,27.17,1.0,7,0.8,0.0,218.0,18.0,false,"<=5m",4208.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228104,true,2025-03-26 18:00:29.000,5.42103,53.15721,,16.46,1.2,9,0.8,0.0,110.0,54.0,false,"<=5m",4226.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228105,true,2025-03-26 20:00:29.000,5.42089,53.1572,,17.64,0.8,10,0.8,0.0,286.0,11.0,false,"<=5m",4220.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228106,true,2025-03-26 22:00:29.000,5.41661,53.15648,,13.88,1.0,8,0.7,0.0,9.0,0.0,false,"<=5m",4217.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228107,true,2025-03-27 00:00:28.000,5.41739,53.15618,,19.41,0.7,10,0.7,0.0,280.0,1.0,false,"<=5m",4212.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228108,true,2025-03-27 02:00:52.000,5.41746,53.15589,,19.64,0.6,15,0.7,0.0,271.0,12.0,false,"<=5m",4193.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228109,true,2025-03-27 04:00:28.000,5.41729,53.15592,,12.69,2.4,5,0.9,0.0,171.0,7.0,false,"<=10m",4187.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228110,true,2025-03-27 06:00:53.000,5.42033,53.15794,,15.0,0.8,12,0.7,0.0,344.0,1.0,false,"<=5m",4182.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228111,true,2025-03-27 08:00:43.000,5.42067,53.15819,,22.71,0.9,9,0.8,0.0,55.0,1.0,false,"<=5m",4182.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38802228112,true,2025-03-27 10:00:37.000,5.41747,53.15602,,24.57,0.8,10,0.7,0.0,325.0,13.0,false,"<=5m",4197.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38811575156,true,2025-03-27 12:00:28.000,5.4212,53.15766,,27.32,0.9,8,0.8,0.0,348.0,15.0,false,"<=5m",4205.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38811575157,true,2025-03-27 14:00:27.000,5.42037,53.15674,,16.57,0.7,11,0.7,0.0,260.0,10.0,false,"<=5m",4229.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38811575158,true,2025-03-27 16:00:35.000,5.42107,53.1588,,23.46,0.9,9,0.8,0.5,224.0,9.0,false,"<=5m",4258.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38811575159,true,2025-03-27 18:00:29.000,5.45285,53.15416,,16.31,1.2,15,0.8,0.0,191.0,32.0,false,"<=5m",4259.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38811575160,true,2025-03-27 20:00:35.000,5.42057,53.1574,,17.75,0.8,10,0.8,0.0,339.0,100.0,false,"<=5m",4255.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38816419210,true,2025-03-27 22:00:52.000,5.42004,53.15674,,16.46,0.7,13,0.6,0.0,211.0,30.0,false,"<=5m",4225.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38816419211,true,2025-03-28 00:00:29.000,5.42115,53.15798,,14.33,0.7,11,0.7,0.0,347.0,34.0,false,"<=5m",4216.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38816419212,true,2025-03-28 02:00:29.000,5.42121,53.15784,,16.65,0.8,10,0.8,0.0,34.0,1.0,false,"<=5m",4211.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38816419213,true,2025-03-28 04:00:52.000,5.42121,53.15763,,15.77,0.6,15,0.6,0.0,212.0,31.0,false,"<=5m",4209.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38816419214,true,2025-03-28 06:00:28.000,5.42115,53.15851,,15.45,0.8,9,0.8,0.0,216.0,18.0,false,"<=5m",4203.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38839409441,true,2025-03-28 08:00:52.000,5.45285,53.15375,,17.29,0.8,10,0.8,0.0,76.0,7.0,false,"<=5m",4179.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38839409442,true,2025-03-28 10:00:28.000,5.45267,53.15381,,21.35,0.7,11,0.7,0.0,135.0,13.0,false,"<=5m",4179.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38839409443,true,2025-03-28 12:00:28.000,5.42111,53.15774,,16.94,0.9,8,0.8,0.0,39.0,33.0,false,"<=5m",4185.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38839409444,true,2025-03-28 14:00:27.000,5.42135,53.15814,,13.74,0.7,12,0.7,0.0,339.0,57.0,false,"<=5m",4193.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38839409445,true,2025-03-28 16:00:58.000,5.42087,53.15809,,14.24,0.7,13,0.7,0.0,308.0,25.0,false,"<=5m",4188.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38847225681,true,2025-03-28 18:00:26.000,5.4166,53.1562,,16.54,1.1,7,0.8,0.0,166.0,6.0,false,"<=5m",4158.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38847225682,true,2025-03-28 20:00:36.000,5.41503,53.15745,,21.3,1.3,6,0.9,0.0,322.0,27.0,false,"<=5m",4155.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38847225683,true,2025-03-28 22:00:32.000,5.41464,53.15721,,19.17,1.3,6,0.8,0.0,245.0,20.0,false,"<=5m",4151.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38847225684,true,2025-03-29 00:00:32.000,5.41478,53.15756,,18.47,1.4,7,0.8,0.0,350.0,17.0,false,"<=5m",4149.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38847225685,true,2025-03-29 02:00:29.000,5.41661,53.15673,,16.82,0.8,8,0.9,0.0,120.0,38.0,false,"<=5m",4141.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38853402280,true,2025-03-29 04:00:32.000,5.42134,53.15766,,11.96,0.8,10,0.7,0.0,346.0,22.0,false,"<=5m",4120.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38853402281,true,2025-03-29 06:00:28.000,5.42133,53.15863,,15.46,0.8,9,0.8,0.0,3.0,29.0,false,"<=5m",4119.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38853402282,true,2025-03-29 08:00:28.000,5.42127,53.15837,,23.16,0.9,8,0.8,0.0,158.0,14.0,false,"<=5m",4125.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38853402283,true,2025-03-29 10:00:28.000,5.41638,53.1567,,28.94,0.9,8,0.8,0.0,308.0,46.0,false,"<=5m",4154.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38853402284,true,2025-03-29 12:00:43.000,5.41577,53.15752,,26.71,0.7,14,0.6,0.0,303.0,136.0,false,"<=5m",4161.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38862183096,true,2025-03-29 14:00:52.000,5.42143,53.15828,,22.5,0.6,15,0.6,0.0,321.0,14.0,false,"<=5m",4138.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38862183097,true,2025-03-29 16:00:28.000,5.42126,53.15859,,21.76,0.8,9,0.7,0.0,232.0,33.0,false,"<=5m",4155.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38862183098,true,2025-03-29 18:00:27.000,5.41666,53.15664,,13.7,1.1,15,0.8,0.0,152.0,18.0,false,"<=5m",4155.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38862183099,true,2025-03-29 20:00:52.000,5.41481,53.1574,,19.82,0.7,13,0.8,0.0,112.0,8.0,false,"<=5m",4148.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38862183100,true,2025-03-29 22:00:28.000,5.41694,53.1561,,15.01,0.8,9,0.7,0.0,306.0,11.0,false,"<=5m",4140.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38867081483,true,2025-03-30 00:00:52.000,5.41478,53.15732,,19.95,0.6,15,0.7,0.0,25.0,6.0,false,"<=5m",4119.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38867081484,true,2025-03-30 02:00:53.000,5.41494,53.15715,,17.79,0.9,10,0.8,0.0,289.0,1.0,false,"<=5m",4110.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38867081485,true,2025-03-30 04:00:26.000,5.41522,53.1573,,17.63,2.2,5,0.9,0.0,357.0,1.0,false,"<=10m",4105.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38867081486,true,2025-03-30 06:00:39.000,5.42054,53.15772,,15.6,1.8,4,0.9,0.0,260.0,4.0,false,"<=10m",4104.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38867081487,true,2025-03-30 08:00:52.000,5.44382,53.15422,,21.07,0.7,13,0.7,0.0,119.0,2.0,false,"<=5m",4141.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38878467041,true,2025-03-30 10:00:29.000,5.42095,53.15749,,20.04,0.8,9,0.8,0.0,57.0,9.0,false,"<=5m",4234.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38878467042,true,2025-03-30 12:00:28.000,5.42068,53.1577,,29.77,1.3,6,0.8,0.0,6.0,20.0,false,"<=5m",4284.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38878467043,true,2025-03-30 14:00:28.000,5.42048,53.15729,,22.71,0.8,9,0.8,0.7222222222222222,329.0,1.0,false,"<=5m",4284.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38878467044,true,2025-03-30 16:00:29.000,5.41582,53.15768,,18.25,1.1,8,0.8,0.0,67.0,51.0,false,"<=5m",4285.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38878467045,true,2025-03-30 18:00:29.000,5.41516,53.1574,,15.52,0.7,11,0.7,0.0,47.0,16.0,false,"<=5m",4282.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38886362248,true,2025-03-30 20:00:29.000,5.41533,53.15755,,17.67,0.8,10,0.7,0.0,335.0,17.0,false,"<=5m",4256.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38886362249,true,2025-03-30 22:00:30.000,5.4155,53.15747,,18.14,0.8,9,0.7,0.0,62.0,9.0,false,"<=5m",4250.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38886362250,true,2025-03-31 00:00:29.000,5.41515,53.15731,,18.76,2.1,5,0.9,0.0,284.0,92.0,false,"<=10m",4247.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38886362251,true,2025-03-31 02:01:01.000,5.41509,53.15741,,19.89,0.7,13,0.7,0.0,277.0,6.0,false,"<=5m",4244.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38886362252,true,2025-03-31 04:00:29.000,5.41518,53.15737,,17.25,0.8,11,0.7,0.0,282.0,6.0,false,"<=5m",4234.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38900322749,true,2025-03-31 06:00:28.000,5.45089,53.15346,,14.22,0.8,10,0.7,0.0,143.0,9.0,false,"<=5m",4211.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38900322750,true,2025-03-31 08:00:29.000,5.4209,53.15782,,18.82,0.8,9,0.8,0.0,29.0,55.0,false,"<=5m",4219.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38900322751,true,2025-03-31 10:00:29.000,5.42076,53.15793,,20.71,0.8,9,0.8,0.0,306.0,27.0,false,"<=5m",4255.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38900322752,true,2025-03-31 12:00:39.000,5.4208,53.15802,,44.01,1.8,5,0.8,0.0,298.0,61.0,false,"<=10m",4277.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38900322753,true,2025-03-31 14:00:47.000,5.42079,53.15748,,34.01,1.3,3,1.0,0.0,300.0,15.0,false,"<=5m",4285.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38912712458,true,2025-03-31 16:01:01.000,5.44307,53.15423,,25.64,0.8,11,0.7,0.0,345.0,4.0,false,"<=5m",4285.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38912712459,true,2025-03-31 18:00:28.000,5.4155,53.15735,,18.25,1.7,6,0.9,0.0,46.0,11.0,false,"<=10m",4282.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
38912712460,true,2025-03-31 20:00:51.000,5.41533,53.15738,,20.27,0.6,14,0.7,0.0,256.0,16.0,false,"<=5m",4276.0,"gps","Limosa limosa","036472571","Laranjo","Teampiersma HQXS 2024"
